id,text
00001241,Thermometer
00001242,Squares
00001243,Graph paper
00001244,Wooden dice
00001245,Dice
00001246,Terrazzo table
00001247,Tea strainer
00001248,Tester
00001249,For the little ones
00001250,For decorating
00001251,For a photo
00001252,Bullet journal accessories
00001254,Add your own small gift
00001255,Timeline
00001257,Thyme
00001258,Things that remind me of hygge
00001259,tipi
00001260,Tips & tricks
00001261,Tuesday
00001262,Check list
00001263,2 row counters
00001264,Travel changing mat
00001265,Railway tape
00001266,Toilet paper
00001267,Top
00001268,Thursday
00001269,touch effect
00001270,Funnel
00001271,Cranberry
00001272,Clear ball
00001273,Transparent paper bag
00001274,Translucent envelopes
00001275,Clear plasters
00001276,Transparent stickers
00001277,3 in a row
00001278,Drawing pad in three colours
00001279,Drum
00001280,Wooden drum
00001281,Mechanical pencil
00001282,wand
00001283,Magic markers
00001284,Thread yarn
00001285,Wooden car
00001286,Wooden breakfast set
00001287,Wooden cheese, jam and sausage
00001288,Wooden salad set
00001289,Wooden building blocks
00001290,Wooden cupcake
00001291,Wooden drink boxes
00001292,Wooden animal
00001293,Wooden animal on wheels
00001294,Wooden animals on wheels
00001295,Wooden animal on wheels
00001297,Wooden animal on wheels
00001299,Wooden animal on wheels
00001301,Wooden animal on wheels
00001303,Wooden animal on wheels
00001304,Wooden animal on wheels
00001305,Wooden animal on wheels
00001306,Wooden figurines
00001307,Wooden casserole
00001308,Wooden bunting
00001309,Wooden memory game
00001310,Wooden ice lolly
00001311,Wooden slide whistle
00001312,Wooden coat hook
00001313,Wooden pull-along toy
00001314,Wooden play kitchen
00001315,Wooden frying pan
00001316,Wooden rings
00001317,Wooden ring toss game
00001318,Wooden lollipops
00001319,Wooden spinning top
00001320,Wood type
00001321,Wooden game – stacking tower
00001322,wooden stacking ring tower
00001323,Wood type
00001324,Wooden yo-yo
00001325,Tube yarn
00001326,Tunisian crochet hook
00001327,Felt-tip pen
00001328,Tulle
00001329,Tulle garland
00001330,blanket
00001331,Pet blanket
00001332,Clothes pegs
00001333,Clothes rack
00001334,Dry brush
00001335,Scarf
00001336,Clothes rack
00001337,Dried flowers
00001338,USB cable
00001339,USB charger
00001340,UV protection
00001341,Untreated
00001342,Outdoor
00001343,Block of punched paper
00001344,Shaped cutter
00001345,Shaped cutters
00001346,Clay shape cutters
00001347,Weeding tool
00001348,Weed tree
00001349,Hex key
00001350,Entertainment
00001351,Analogue clock
00001352,Mobile
00001353,Wooden mobile
00001354,Flowerpot
00001355,Honeycomb Easter rabbit
00001356,Honeycomb Easter egg
00001357,Poppy seed and orange
00001358,Walnut veeneer
00001359,Splash bombs
00001360,Water repellent
00001362,Water-based acrylic paint
00001363,Water dispenser for flower pot
00001364,Water whistle
00001365,Metasequoia
00001366,Eichhornia
00001367,Water hyacinth fibre
00001368,Watering
00001369,Water brush, fine tip
00001370,Water shooter
00001371,Waterproof
00001372,Waterproof clear plasters
00001373,Washable Kraft paper
00001374,Washing mitt
00001375,Wash in cold water
00001376,Maintenance
00001377,Instructions
00001378,Road tape
00001379,Memo game
00001380,Wooden memo game
00001381,World Map
00001382,Fan
00001383,Wild boar bristle
00001384,Dress up wings
00001385,Vintage stone lacquer.
00001386,Vintage paint
00001387,Grow creatures
00001388,Grows in water
00001389,Wax sticky pads to keep the candle straight and fi
00001390,Today's hygge
00001391,Wet wipes for dogs
00001392,Wall sticker
00001393,Wall candleholder
00001394,Wall storage unit
00001395,Wall stamp
00001396,Wall hanging
00001397,Wall clock
00001398,Please note that the table can tip over if objects
00001399,Wooden play tools
00001400,Tools not included
00001401,Tool for eyelets
00001402,Storage caddy
00001403,Weekend
00001404,Round crimp beads
00001405,Xylophone
00001406,Wooden xylophone
00001407,outside
00001408,The outside
00001409,Metal yo-yo
00001410,Yoga towel
00001411,Zinc cream
00001412,age
00001413,alkaline
00001414,alpaca
00001415,pineapple shaped
00001416,other fibres
00001417,other materials
00001418,angora
00001419,number of shelves
00001420,sheet
00001421,sheets
00001422,baby bathtub
00001423,shower curtain
00001424,baby bath towel
00001425,hooded baby bath towel
00001426,back side (of fabric)
00001427,Wooden balance beads game
00001428,bamboo fibres
00001429,batteries
00001430,leg
00001431,concrete
00001432,cover
00001433,wire cutters
00001434,sliding car track
00001435,cars
00001436,picture frame
00001437,car charger
00001438,birch
00001439,birch
00001440,sheet metal
00001441,sheet
00001442,lace tape
00001443,lead
00001444,blue
00001445,ink
00001446,blue ink
00001447,soft
00001448,book cover paper
00001449,bookmark
00001450,stencil sheet
00001451,Letters
00001452,cotton
00001453,place cards
00001454,table lamp
00001455,table top
00001456,W
00001457,pieces
00001458,boat for the bathtub
00001459,buffalo leather
00001460,buffalo leather cord
00001462,wash by hand
00001463,children
00001464,childeren's toothbrush
00001465,cellophane
00001466,Cellophane bags for food
00001467,champagne stopper
00001468,chips holder
00001469,lemon squeezer
00001470,cm
00001471,compass cutter for knifes and lead
00001472,party streamer
00001473,woman
00001474,decoupage glue
00001475,deco lamp
00001476,decoration
00001477,decorative snow
00001478,this package contains
00001479,design paper
00001480,designs
00001481,dia.
00001482,diablo
00001483,double adhesive tape
00001484,double sided
00001485,dominoes
00001486,kite
00001487,turn
00001488,turn
00001489,Cocktail sticks
00001490,ferrules
00001491,depth
00001492,oak
00001493,excl.
00001494,spare leads and blades
00001495,elastane
00001496,rubber bands
00001497,elastic cord
00001498,elastodiene
00001499,disposable table cloth
00001500,disposable cup
00001501,Fairytale masks
00001502,parachute soldier
00001503,paper folder
00001504,coloured chalk
00001505,crayons
00001506,socket with textile cord
00001507,feltpen
00001508,pennant garland
00001509,party planner
00001510,fibre pen
00001511,felt
00001512,fineliner w/ metal resin tip
00001513,veneer
00001514,four per strip
00001515,remove the blade before opening the box
00001516,flamingo
00001517,polystyrene balls
00001518,giftboxes
00001519,fondant smoother
00001520,fondant cutter
00001521,front (of fabric)
00001522,magnification
00001523,magnifier
00001524,magnifier box set
00001525,photo corners
00001526,frequency
00001527,freestanding
00001528,freezer box
00001529,filling
00001530,pine (pinewood)
00001531,tealights
00001532,pinewood
00001533,wardrobe rack
00001534,wrapping paper
00001535,giftbox
00001536,reuseable ice cubes, stone
00001537,glitter
00001538,granite
00001539,pumpkin
00001540,garland
00001541,yellow
00001542,wooden gymnastic rings
00001543,wooden push cart
00001544,halloween
00001545,straw
00001546,dress up hat
00001547,men
00001548,hobby
00001549,craft knife
00001550,craft storage box
00001551,sprayer ultra fine
00001552,hobby glue
00001553,hobby paper
00001554,scalp massager
00001555,head massager
00001556,wooden hula hoop
00001557,holes
00001558,puncher
00001559,wheat fibres and plastic
00001560,white
00001561,white oak
00001562,white chalk
00001563,shelf bracket
00001564,chair pad
00001565,hand-made
00001567,handle
00001568,animal hair
00001569,hairbrush bristles
00001570,staple
00001571,hammock
00001572,speaker
00001573,flax/linen
00001574,headphone
00001575,not airtight
00001576,non-thermos
00001577,impedance
00001578,does not contain confetti
00001579,sticky note
00001580,indoor use
00001582,inside of fabric
00001583,shopping list
00001584,candy wrap
00001585,adjust diameter
00001586,incl.
00001587,included
00001588,input
00001589,bug house
00001590,bug box
00001591,instructions
00001592,interdental brush
00001593,ice moulds
00001594,ice lolly stick
00001595,ice cube tray
00001596,iron
00001597,zizyphus jujube wood  
00001598,julienne peeler
00001599,adjustable layer cake slicer
00001600,jute
00001601,jute string
00001602,cable length
00001603,coffee pot
00001604,cake stand
00001605,cake decoration
00001606,birthday candle
00001607,cake cutting wire
00001608,cookie cutter
00001609,potato grow bag
00001610,cashmere
00001611,castanets
00001612,clear balloons
00001613,climbing grips
00001614,stickers
00001616,stickers
00001617,bells
00001618,Backscratcher
00001619,blade and lead change
00001620,copper
00001621,coir
00001622,confetti
00001623,confetti tube
00001624,envelopes
00001625,card
00001626,card w. envelope
00001627,kraft paper
00001628,chalk
00001629,hook, metal
00001630,chrome
00001631,crown
00001632,plywood
00001633,plywood
00001634,crystal
00001636,crystal
00001637,abacus
00001638,faux fur
00001639,resin wax seal
00001640,lambswool
00001641,Made in Denmark
00001642,wooden play blocks
00001643,Suitcase with wooden doctor play items
00001644,Suitcase with kitchen play items
00001645,toy tools
00001646,clay beads
00001647,glue cartridges
00001648,glue gun
00001649,glue stick
00001650,ruled
00001651,lithium
00001652,adhesive pocket with sticky back
00001653,torch
00001654,luxury balloon
00001655,leather
00001656,leather punch pliers
00001657,leather cord
00001658,L
00001659,reading glasses
00001660,food stick
00001661,meal plan
00001662,magic cube
00001663,magic worm
00001664,magnets
00001665,mango wood
00001666,manila tag w/string
00001667,dress up mask and bracelets
00001668,matt black
00001669,material
00001670,material
00001671,max
00001672,with pattern
00001673,mega balloon
00001674,melon scooper
00001675,memoblok
00001677,metallic
00001678,metallic yarn
00001679,metal frame
00001680,centre
00001681,Mini metal spring toy
00001682,mobile cover
00001683,modal
00001684,model
00001685,moldable
00001686,modelling clay
00001687,mohair
00001688,Mosaic cement
00001689,dress pins
00001690,key ring with light and sound indicator
00001691,oasis
00001692,olive wood
00001693,One size
00001694,glass storage jar
00001695,recipe card
00001696,origami paper
00001697,output
00001698,surface treatment
00001699,fake moustaches
00001700,ovenproof glass
00001701,paper
00001702,roll of paper
00001703,roll of paper
00001704,paper clip
00001705,paper cup with lid
00001706,paper bags for food
00001707,paper table cloth
00001708,paper straw
00001709,paper straw
00001710,pair
00001711,passe-partout card
00001712,patchwork
00001713,peanut oil
00001714,pendant
00001715,bead plate
00001716,beads
00001717,beads - marple
00001718,wooden petanque game
00001719,canapé sticks
00001720,pizza cutter
00001721,plant stand
00001722,plaster
00001723,plastic
00001724,plastic cup with lid
00001725,plastic beads
00001726,polyamide/nylon
00001727,polyester
00001728,polyethylene
00001729,polypropylene
00001730,polyurethane
00001731,pom-pom
00001732,pompom
00001733,popcorn cups
00001734,twist tie
00001735,resealable bags
00001736,food bags
00001737,Postcard painting book with watercolours and brush
00001738,postcard calendar
00001739,powerstring
00001740,dotted
00001741,Manufacturer:
00001742,Produced by
00001743,whoopee cushion
00001744,quilling paper
00001745,quilling tool
00001746,rattan
00001747,raincoat
00001748,rain poncho
00001749,travel toothbrush
00001750,knight's shield
00001751,knight's sword
00001752,shower curtain rings
00001753,roller pen
00001754,round nose pliers
00001755,red
00001756,smoked walnut
00001757,bike seat cover
00001758,scissors
00001759,flat-pack
00001762,scrap paper
00001763,brass Seal
00001764,self adhesive film
00001765,Sticky notepad
00001766,self-adhesive stickers
00001767,self-adhesive eyes
00001768,sensitivity
00001769,serving dish
00001770,shot glass
00001771,safety pins
00001772,silicone liquid
00001773,silicone liquid
00001774,silk
00001775,tissue paper
00001776,sisal
00001777,stencil sheet
00001778,skeleton
00001779,slate
00001780,scratch world map
00001781,desktop brush
00001782,tailor chalk
00001783,shoulder strap
00001784,foam
00001785,cutting board
00001786,correction tape
00001787,bags of sweets
00001788,musical jewellery box
00001789,butter dish
00001790,buttering board
00001791,spinning top with light
00001792,coffee table
00001793,black
00001795,spiderweb
00001796,spiral slicer
00001797,spray bottle
00001798,jumping jack
00001799,frame
00001800,stamp
00001801,stamp pad
00001802,stamp
00001803,mechanical pencil
00001804,plug type
00001805,pc
00001806,fabric
00001807,seat mat
00001808,large cloth bag for toys
00001809,knitting doll
00001810,knitting needle
00001811,steel
00001812,straws
00001813,superglue
00001814,jam jar
00001815,sewing set
00001816,touchable soap bubbles
00001817,seat
00001818,set
00001819,silver
00001820,take away box
00001821,Numbers
00001822,adhesive tape
00001823,tape holder
00001824,chalkboard Wall stickers
00001825,blackboard tags
00001826,textile
00001827,textile cord
00001828,for 6 stars
00001829,For toys and cuddly toys
00001830,touch-screen gloves
00001831,transparent paper
00001832,wooden trapeze
00001833,press studs
00001834,wand
00001835,wooden decoration
00001836,woodless coloured pencils
00001837,wooden beads
00001838,wood Types
00001839,tufted rug
00001840,felt-tip pen (for children)
00001841,felt pen
00001842,blanket
00001843,dress up set
00001844,wool
00001845,wool blend
00001846,underlay
00001847,flowerpot concealer with saucer
00001849,vase
00001850,bathtub
00001851,washing bag
00001853,pennants
00001854,window sticker
00001855,window crawler
00001856,eraser
00001857,viscose
00001858,waxed cotton cords
00001859,wall decoration
00001860,wall-mounted shelf
00001861,wall lamp
00001862,wall mirror
00001863,wallsticker
00001864,washi tape
00001865,marble whiskey stone
00001866,outside
00001867,back side ( of fabric)
00001868,Open
00001869,Open
00001870,2019 annual ornament
00001871,Apple shaped
00001872,Apple peeler
00001873,Egg cracker & opener
00001874,Egg opener
00001875,Real leather
00001876,Peas
00001877,Favour box
00001878,Box w/24 cupcake cases and 25 cake deco sticks
00001879,Ribbon organiser box
00001880,Moments
00001881,Organic
00001882,Organically produced
00001883,Wish list
00001884,years
00001885,earphone
00001887,"""""""Caution! Burning candles must never be left wit"
00001888,"""""""Sharp edges. Risk of sharps injuries."""""""
00001889,Annual. Smooth, green leaves with pleasant aroma. 
00001890,Hot. Gets long, green fruits that turn red as they
00001891,Annual. Cut flower. Forms clumps that can be dug u
00001892,Annual. Easy to grow and vitamin-rich.
00001893,Perennial. Fragrant, beautiful flower that attract
00001894,Perennial. Group plant for bed. Fast growing. Larg
00001895,Perennial herb. Can also be dried and used as tea.
00001896,Mix the powder in water and stir with a whisk or s
00001897,Use a balloon inflator to inflate the balloons to 
00001898,Use a balloon inflator to inflate the balloons to 
00001899,Mix the powder in water and stir with a whisk or s
00001900,Use a balloon inflator to inflate the balloons to 
00001901,Use a balloon inflator to inflate the balloons to 
00001902,Add the powder in small quantities to cold water w
00001903,Add the powder in small quantities to cold water w
00001904,Use a balloon inflator to inflate the balloons to 
00001905,DominoesThis game can be played by 2 or more playe
00001906,Picture lottoThis game can be played by 2 or more 
00001907,Clear Stamps : How to use clear stamps 1) Remove t
00001908,"""Upon purchase, the lock is set to open with the c"
00001909,Four in a rowStrategy game for two people. The aim
00001910,User instructions: Fill the pack two third of the 
00001911,Electrical and electronic equipment (EEE) contains
00001912,Warning concerning patent glass, patent bottles an
00001913,Warning. For near vision and reading only. Only re
00001914,Warning. Magnets sticking together or becoming att
00001915,Insert the enclosed plastic straw into the valve a
00001916,Waste from electrical and electronic equipment sho
00001917, do not allow it to become too dry. Wipe the mass 
00001918,DominoesThis game can be played by 2 or more playe
00001919,Form the modelling wax into the desired shape. Pla
00001920,Balancing gameCan be played by 2 or more players. 
00001921,Fill the balloon with air using a balloon pump, a 
00001922,Insert the enclosed plastic straw into the valve a
00001923,Use a balloon inflator to inflate the balloons to 
00001924,Picture lottoThis game can be played by 2 or more 
00001925,Make sure your hands are clean and dry. Place the 
00001926,Users of electrical and electronic equipment shoul
00001927,Users of electrical and electronic equipment shoul
00001928,User instructions: Hold the tube with 2 hands, poi
00001929,User instructions: - Place the textiles down flat 
00001930,User instructions: Fill the pack two third of the 
00001931,User instructions: Carefully clean the wound and t
00001932,Mikado. Can be played by 2 or more players. The ai
00001933,"""DOUBLING CUBE: The doubling cube with the numbers"
00001934,Balancing gameCan be played by 2 or more players. 
00001935,Electrical and electronic equipment (EEE) contains
00001936,DominoesThis game can be played by 2 or more playe
00001937,Warning: The glass may crack if exposed to sudden 
00001938,(See note) This means that the game is forfeited a
00001940,DominoesThis game can be played by 2 or more playe
00001941,Combination bicycle lock. Lock the cable around th
00001942,Combination bicycle lock. Lock the cable around th
00001943,Combination padlock. Open the lock by turning the 
00001944,Combination bicycle lock. Lock the cable around th
00001945,Guessing game with animals Play the game where you
00001946,Form the clay into the desired shape. Place the fi
00001947,Fill the balloon with air using a balloon pump, a 
00001948,Glass paint. 4 colours x 15 ml. Wear- and light-re
00001949,Discover nature's wonders with the bug viewer. Whe
00001950,Discover nature's wonders with the bug viewer. Whe
00001951,Guessing game with animals Play the game where you
00001952,Waste from electrical and electronic equipment sho
00001953,Waste from electrical and electronic equipment sho
00001954,"""DOUBLING CUBE: The doubling cube with the numbers"
00001955,Luxury balloon. 8 pcs. Warning: Children under eig
00001956,User instructions: Hold the tube with 2 hands, poi
00001957,DominoesThis game can be played by 2 or more playe
00001958,DominoesThis game can be played by 2 or more playe
00001960,Guessing game with animals Play the game where you
00001961,Combination padlock. Open the lock by turning the 
00001962,WARNING: For near vision and reading only. Only re
00001963,WARNING: Only regular examinations by an eye care 
00001964,"""Instructions: Stir the cement in clean water unti"
00001966,Memo game. Can be played by 2 or more players. The
00001967,Balancing gameCan be played by 2 or more players. 
00001968,Tic-tac-toeCan be played by 2 players. The aim of 
00001969,Clear Stamps : How to use clear stamps 1) Remove t
00001970,The heat pack reaches a temperature of 45-55 degre
00001971,Combination bicycle lock. Lock the cable around th
00001972,User instructions: Hold the tube with 2 hands, poi
00001973,Tic-tac-toeCan be played by 2 players. The aim of 
00001974,"""Instructions: Stir the cement in clean water unti"
00001976,Make sure your hands are clean and dry. Place the 
00001977,The lamp can become hot. Place it on a refractory,
00001980,Combination bicycle lock. Lock the cable around th
00001981,"""DOUBLING CUBE: The doubling cube with the numbers"
00001982,Four in a rowStrategy game for two people. The aim
00001984,Glass paint. 4 colours x 15 ml. Wear- and light-re
00001985,"""DOUBLING CUBE: The doubling cube with the numbers"
00001986,User instructions: Hold the tube with 2 hands, poi
00001987,Guessing game with animals Play the game where you
00001988,Guessing game with animals Play the game where you
00001989,Type designation: Coconut fibre substrate.Trade na
00001990,Type designation: Coconut fibre substrate.Trade na
00001991,All local councils have established collection sch
00001992,Discover nature's wonders with the bug viewer. Whe
00001994,User instructions: Fill the pack two third of the 
00001995,Fill the balloon with air using a balloon pump, a 
00001997,Electrical and electronic equipment (EEE) contains
00001998,Insert the enclosed plastic straw into the valve a
00001999,"""Instructions: Stir the cement in clean water unti"
00002000,User instructions: - Place the textiles down flat 
00002002,Guessing game with animals Play the game where you
00002003,DominoesThis game can be played by 2 or more playe
00002004,Guessing game with animals Play the game where you
00002005,Guessing game with animals Play the game where you
00002009,Picture lottoThis game can be played by 2 or more 
00002010,Tic-tac-toeCan be played by 2 players. The aim of 
00002011,Picture lottoThis game can be played by 2 or more 
00002012,DominoesThis game can be played by 2 or more playe
00002015,"""DOUBLING CUBE: The doubling cube with the numbers"
00002016,Balancing gameCan be played by 2 or more players. 
00002017,Insert the enclosed plastic straw into the valve a
00002018,Warning: The glass may crack if exposed to sudden 
00002019,Make sure your hands are clean and dry. Place the 
00002020,Make sure your hands are clean and dry. Place the 
00002021,User instructions: Fill the pack two third of the 
00002023,All local councils have established collection sch
00002025,Four in a rowStrategy game for two people. The aim
00002027,Type designation: Coconut fibre substrate.Trade na
00002028,Glass paint. 4 colours x 15 ml. Wear- and light-re
00002030," daarna kan de handwarmer weer worden gebruikt. """
00002031,"""DOUBLING CUBE: The doubling cube with the numbers"
00002032,Combination padlock. Open the lock by turning the 
00002034,Users of electrical and electronic equipment shoul
00002035,Electrical and electronic equipment (EEE) contains
00002036,All local councils have established collection sch
00002038,(See note) Warning. Magnets sticking together or b
00002039,Annual. Plant individually or as a group plant alo
00002040,Biennial. Group plant for bed or along house wall 
00002041,Heat pillow with clay beadsSize: 40 x 15 cm. Outer
00002042,Tic-tac-toe Two players take turns placing their p
00002043,Tic-tac-toe Two players take turns placing their p
00002044,Discover nature's wonders with the bug viewer. Whe
00002045,Type designation: Coconut fibre substrate.Trade na
00002046,Heat pillow with clay beadsSize: 40 x 15 cm. Outer
00002047,Rules: The game is opened by one of the players wh
00002048,Heat pillow with clay beadsSize: 40 x 15 cm. Outer
00002049,User instructions: - Place the textiles down flat 
00002050,40 ml unpopped popcorn kernels
00002051,0-2 years
00002052,1 tbsp water
00002053,1 tsp fine salt
00002054,1% ingredients of organic origin
00002055,Effect snow:3D Liner for use on most surfaces. Dry
00002056,1) Remove the motif fromthe sheet, and place it on
00002057,1. Put the spindle into the candle holder stand
00002058,1. Mark a hole in the centre of the plate
00002059,1. Screw the cap on tightly after use.
00002060,1. Unscrew and remove the cap and nozzle.
00002061,1. The starting team (team A) divides up the six b
00002062,1.                   Never touch the nozzle or glu
00002063,1.                   Plug the gun into a power soc
00002064,10 plastic light bulbs
00002065,Tule mat of 100% bulrush stems
00002066,1: Place the label on the garment
00002067,Art Metal: Water -based glossy metal colour. Dryin
00002068,2) Tap the Ink pad gently all over the stamp.
00002069,2. Place the turbine on the metal tip of the spind
00002070,2. If team A knocks down a kubb, it is left lying 
00002071,2. Pour water into the plate
00002072,2. Puncture the tube by pushing the pointed end of
00002073,2. Avoid contact with the skin and eyes.
00002074,2.                   Leave the gun to warm up for 
00002075,2.                   If hot glue comes into contac
00002076,2: Set the iron temperature to max. 150 degrees
00002077,Effect snow:With 3D effect. Applicate on all surfa
00002078,3) Press the Inked stamp gently onto your paper /s
00002080,3. Dry any excess glue from the nozzle after use.
00002081,3. Drill until there is a hole all the way through
00002082,3. This kubb (a 'field kubb') must be knocked down
00002083,3. Hang the ornaments on the turbine from the hook
00002084,3. Screw the nozzle securely back onto the tube.
00002085,3.                   Keep out of reach of children
00002086,3.                   Pull on the trigger until glu
00002087,3: Cover the label with a damp cloth or iron direc
00002088,3D effect. Suitable for most surfaces. Should not 
00002089,4 silver wheels (one with brake function)
00002090,4. If the nozzle becomes blocked, avoid pressing h
00002091,4. The King can only be knocked down with a throw 
00002092,4. Clean and dry the surfaces where you wish to ap
00002093,4. Light the tealight and the turbine will start t
00002094,4.                   Always leave the gun to cool 
00002095,4.                   Never pull the glue stick out
00002096,4: Firmly press the heated iron onto the cloth/gar
00002097,5. Apply a small amount of glue to one of the surf
00002098,5. Use a thin layer of glue to achieve the best re
00002099,5.                   Dispose of the product if it 
00002100,5: Turn the garment inside out and iron for anothe
00002101,6. Press the surfaces well together and hold for 2
00002102,7. The glue will harden in a matter of seconds.
00002103,98% ingredients of natural origin
00002104,Warning concerning patent glass, patent bottles an
00002105,Warning.
00002106,Warning. For your child`s health and safety. Alway
00002107,Warning. Do not place candles directly on the glas
00002109,Warning. This toy does not provide protection.
00002110,Warning. Remove this plastic disc before use.
00002111,Warning. Remove the cot bumper once the baby can s
00002112,Warning. Remove the cot bumper once the baby can s
00002113,Warning. To prevent possible injury by entanglemen
00002114,Warning. In order to prevent overturning this prod
00002115,Warning. For your child's health and safety
00002116,Warning. Keep the batteries out of reach of childr
00002117,Warning. Keep this bag away from babies and childr
00002118,Warning. Keep the cot bumper away from fire and op
00002119,Warning. Do not consume the oil!
00002120,.
00002121,Warning. Only for domestic use.
00002122,Warning. Long cord. Strangulation hazard.
00002124,Warnings. Long cord. Strangulation hazard. Small p
00002125,Warning. Glue may remain on wall when taking produ
00002126,Warning. Do not use near overhead power lines or d
00002127,Warning. Keep away from fire.
00002128,Warning. Only to be used in water in which the chi
00002130,Warning. Small balls. Choking hazard.
00002131,Warning. Small parts and small balls. Choking haza
00002132,Warning. Small parts. Choking hazard. 
00002133,Warning. Ensure that all fastenings (e.g. ribbons)
00002134,Warning. Not suitable for children under three yea
00002135,Warning. Not suitable for children under 36 months
00002136,Warnings.
00002137,Warnings. Avoid contact with skin and eyes. In cas
00002138,For your child's safety and health. Always use thi
00002139,For your child´s health and safety
00002141,Colours may rub off
00002142,Colours may smudge or rub off when wet
00002143,The distance from one side of the pitch to the oth
00002144,Wipe off with a well wrung-out fibre cloth. Cleani
00002145,Acrylic paint mixed with pouring medium for easy u
00002146,Activity kit. With 8 different puzzles and 8 drawi
00002147,All packaging is recycable
00002148,All packaging including sticker can be recycled an
00002149,All packaging including sticker can be recycled an
00002150,Age recommendation 6+ years
00002151,Alphabet game - rules. Can be played by two or mor
00002152,All parts must be discarded after use
00002153,Recommended for children from 3 years.
00002154,Recommended for small figures
00002155,Place on a fireproof, heat resistant surface at a 
00002156,Anna & Clara would like to make you aware that the
00002158,Anna & Clara's drinking straws loved worldwide, in
00002159,Anna & Clara's drinking straws open at both ends
00002160,Anna and Clara make sure it's all clean and fresh 
00002161,Anna and Clara's Piñata is inspired by the festive
00002162,Anna and Clara’s Little Mission Cards. Every day i
00002163,Anna & Clara’s Yoga Cards. The loveable bunny on A
00002164,Use an LED bulb only
00002165,Use:
00002166,Use: For hand washing dishes. Can also be used for
00002167,For decoration only.
00002168,For children over the age of 2
00002169,Colouring mandalas has a calming effect and streng
00002170,Baby imprint kit with picture frame and clay
00002171,Luggage tags. For name, address and telephone numb
00002172,Luggage strap. Durable material for securing lugga
00002173,Then it is team B’s turn to throw the batons.
00002174,Form the modelling wax into the desired shape. Pla
00002175,The balloon is not designed for helium and therefo
00002176,The balloon can be filled with helium or air.
00002177,The balloon can only be filled with air.
00002178,The balloon will hold the air for several days, an
00002179,The balloons can be filled with helium or air.
00002180,The balloons can only be filled with air.
00002181,Using a balloon pump for inflation is recommended.
00002182,Insert batteries correctly with regard to polarity
00002183,Limited protection against sunglare
00002184,Start by filling a suitable basin with water. The 
00002185,Please note that the table may tip if heavy things
00002187,Find the Animal – Card GameHelp all the animals fi
00002188,Note that screws and rawl plugs are not included.
00002189,Note: Use only these enclosed pieces for wall moun
00002190,Note: Product may tip over if heavy objects are pl
00002191,Note: The tent bag is intended exclusively for sto
00002193,Legs for a flower pot
00002194,Suitable for acrylic, tempera, gouache, watercolou
00002195,Damaged/defective wires or cables must be replaced
00002196,The cutlery may be used onlyunder adult supervisio
00002198,Tie one end of the cracker with the ribbon
00002199,Waterproof gloss lacquer for paintable surfaces
00002200,If it is thrown too far, ends up in its own half o
00002201,To remove ink, wipe with a wet cloth
00002202,Soak the sponge in water for a while and press it 
00002204,Cotton, seed and water are not included in the del
00002205,High quality cotton canvas on fixed frame supplied
00002206,High quality cotton canvas mounted on 2-cm stretch
00002208,The glasses cannot be used as sunglasses because t
00002209,Use a washbag
00002210,Instructions for use: Brush with gentle and light,
00002211,Do not use rinse agents
00002212,Use only detergent without optical brighteners
00002213,Use with caution, as it takes skill to avoid falls
00002214,Use a permanent marker
00002215,Place the 4 plastic tubes on the frame to obtain t
00002216,Use on a soft surface.
00002217,To be used in combination with pouring acrylic pai
00002218,To be used in combination with pouring paint.
00002219,Use without soap and water
00002221,User instructions:
00002222,Instructions for use: Brush with gentle and light,
00002223,Instructions for use: Brush with gentle and light,
00002224,Brown craft arrow
00002225,Brown kraft food bag
00002226,Build and play
00002227,Should be tightened at regular intervals to extend
00002228,Should be wiped off with a damp cloth only
00002229,Should lie flat and dry
00002230,Should be washed separately
00002231,Children under 3 years of age should be supervised
00002232,Instructions for use: Brush with gentle and light,
00002233,The chocolate mould is not dishwasher-safe. Clean 
00002234,EN: BACKGAMMON. NUMBER OF PLAYERS: 2WHAT YOU NEED:
00002235, geen enkele pion mag op dat vakje komen of er ove
00002236, hij mag dus vooruit, achteruit, links, rechts en 
00002237, als hij dat niet doet, vervalt zijn beurt en mag 
00002238,WHAT YOU NEED: Backgammon board, one pair of dice,
00002239,Checkers - rules. The game can be played by two pe
00002240,Data transfer function for 8 pin only
00002243,Decorative bottle. Not waterproof.
00002244,It kills acne-causing bacteria and effectively bal
00002245,One side is a normal mirror, and the other is a do
00002246,Find the Animal – Card GameHelp all the animals fi
00002247,It will bring back the natural glow and softness o
00002248,Rules: The game is opened by one of the players wh
00002249,Rules: The game is opened by one of the players wh
00002250,This can either be on the outer packaging or on a 
00002251,Rules: The game is opened by one of the players wh
00002252,This order is approved subject to approved testing
00002253,Please see the consumer information found on our w
00002254,A pumice stone can be used to remove glue residue.
00002255,Smudging on light surfaces may occur
00002256,Rules: The game is opened by one of the players wh
00002257,Do not plant directly in the holder
00002258,It is recommended that the tent is secured to the 
00002259,It is recommended that the swing is assembled with
00002260,It is recommended that the ladder is assembled so 
00002261,The use of 'helicopter throws' (spinning the baton
00002262,It is easy to change your photo in the clip-on pic
00002263,Made from ramie fabric
00002264,Shuffleboard GameA game of precision and speedRule
00002265,This is not a toy and not for experimental use
00002266,This is a toy. Does not provide protection.
00002267,This toy has sharp functional edges.
00002268,This toy has sharp functional points.
00002269,Always use this product with adult supervision.
